make,model,year,mileage,price,color,state,date
Ford,Cruze,2011,72867,17234,white,NY,2023-05-03 23:02:01.649276
Honda,Cruze,2011,96442,46996,silver,CA,2023-11-30 23:02:01.649318
Nissan,Altima,2013,89404,20034,silver,FL,2023-05-22 23:02:01.648454
Honda,Altima,2014,40254,34143,silver,FL,2023-03-28 23:02:01.650032
Toyota,Fusion,2013,52368,37960,silver,FL,2023-05-12 23:02:01.649395
Nissan,Fusion,2011,72772,40874,red,FL,2024-01-29 23:02:01.648451
Toyota,Camry,2012,91479,21942,red,CA,2023-12-02 23:02:01.648441
Honda,Altima,2014,57836,34040,black,CA,2023-12-31 23:02:01.649115
Nissan,Cruze,2013,84500,40181,black,CA,2023-07-05 23:02:01.648938
Ford,Fusion,2012,30177,15581,black,IL,2023-12-12 23:02:01.649715
Toyota,Fusion,2010,50375,13699,silver,TX,2023-08-14 23:02:01.649427
Chevrolet,Accord,2013,45487,46341,silver,CA,2023-11-11 23:02:01.649117
Ford,Altima,2013,58884,46446,red,NY,2024-01-21 23:02:01.648809
Honda,Accord,2010,49497,14358,black,IL,2023-12-18 23:02:01.649469
Nissan,Altima,2012,17511,49787,black,NY,2023-12-15 23:02:01.648861
Ford,Altima,2014,78013,37398,white,CA,2023-04-08 23:02:01.649136
Toyota,Cruze,2018,37635,29967,white,NY,2024-01-21 23:02:01.649937
Ford,Camry,2016,97387,28156,black,IL,2023-11-11 23:02:01.649815
Nissan,Fusion,2015,76579,31080,blue,CA,2023-07-15 23:02:01.648879
Nissan,Accord,2012,21141,10372,blue,IL,2023-06-18 23:02:01.649933
Nissan,Camry,2010,12725,49989,red,TX,2024-01-28 23:02:01.650096
Toyota,Cruze,2017,22225,30949,white,CA,2023-07-11 23:02:01.649717
Nissan,Camry,2014,58569,36427,black,CA,2023-08-14 23:02:01.648666
Ford,Cruze,2016,46844,42021,black,CA,2023-12-05 23:02:01.648482
Honda,Accord,2013,27268,29146,silver,NY,2023-06-14 23:02:01.649924
Chevrolet,Accord,2018,26933,21813,silver,TX,2023-06-09 23:02:01.650163
Toyota,Altima,2016,59513,13817,silver,TX,2023-02-20 23:02:01.648626
Honda,Fusion,2017,82367,27958,black,NY,2023-02-23 23:02:01.649691
Toyota,Camry,2010,51751,15292,black,FL,2023-11-28 23:02:01.650128
Ford,Fusion,2014,14184,13957,blue,CA,2023-07-07 23:02:01.648902
Honda,Camry,2015,49429,16017,white,CA,2023-07-30 23:02:01.649725
Nissan,Altima,2010,92108,13831,red,NY,2023-08-25 23:02:01.649294
Honda,Accord,2018,13677,29954,red,IL,2023-05-18 23:02:01.649333
Chevrolet,Accord,2016,51501,10243,blue,IL,2023-06-15 23:02:01.649301
Toyota,Accord,2012,38167,24342,white,CA,2023-04-17 23:02:01.649165
Chevrolet,Accord,2015,34463,14014,silver,TX,2023-04-13 23:02:01.649482
Ford,Altima,2015,89447,22548,silver,CA,2023-11-18 23:02:01.649212
Ford,Altima,2012,43003,20362,white,TX,2023-11-24 23:02:01.649731
Chevrolet,Camry,2012,48518,39646,red,NY,2024-02-13 23:02:01.649738
Toyota,Accord,2016,30406,49110,blue,IL,2023-04-30 23:02:01.650158
Nissan,Accord,2016,20713,43452,white,NY,2023-05-09 23:02:01.648705
Honda,Camry,2013,13377,31403,blue,CA,2023-04-13 23:02:01.650106
Honda,Accord,2015,40859,29372,blue,NY,2023-12-03 23:02:01.649894
Toyota,Camry,2010,72701,44661,black,TX,2023-04-20 23:02:01.649221
Chevrolet,Fusion,2017,14492,37890,red,TX,2023-05-24 23:02:01.648751
Chevrolet,Altima,2011,77718,40297,blue,CA,2023-02-25 23:02:01.648422
Ford,Accord,2017,62502,37333,black,FL,2023-12-20 23:02:01.649293
Toyota,Camry,2012,93536,34668,black,NY,2023-03-04 23:02:01.649479
Nissan,Fusion,2018,82732,30463,blue,TX,2023-09-11 23:02:01.649107
Honda,Fusion,2014,51983,22739,red,CA,2023-03-02 23:02:01.648848
Chevrolet,Accord,2016,30560,30130,silver,IL,2023-04-29 23:02:01.650073
Honda,Accord,2013,82448,20488,white,FL,2023-05-22 23:02:01.650059
Nissan,Fusion,2013,87512,45667,white,FL,2023-12-17 23:02:01.649013
Honda,Accord,2015,40859,29372,blue,NY,2023-12-03 23:02:01.649894
Honda,Fusion,2017,36557,26337,blue,FL,2023-05-22 23:02:01.649215
Chevrolet,Camry,2014,74050,11975,white,NY,2023-03-19 23:02:01.649733
Ford,Accord,2012,61476,14076,red,FL,2023-11-16 23:02:01.650102
Honda,Camry,2013,43259,11786,red,FL,2023-08-24 23:02:01.648864
Nissan,Cruze,2016,79775,36485,black,TX,2023-11-05 23:02:01.648683
Chevrolet,Altima,2015,51912,30350,red,NY,2024-02-10 23:02:01.649155
Toyota,Fusion,2015,61145,35547,black,TX,2023-03-05 23:02:01.648520
Ford,Camry,2014,97246,22553,red,TX,2024-01-06 23:02:01.649932
Toyota,Cruze,2016,70758,48267,red,TX,2023-09-14 23:02:01.648634
Nissan,Altima,2010,14607,25740,black,IL,2023-09-02 23:02:01.648515
Honda,Fusion,2013,42349,17475,black,IL,2023-11-17 23:02:01.649392
Ford,Cruze,2013,83531,36058,red,FL,2023-06-21 23:02:01.648991
Honda,Altima,2017,25154,43139,red,FL,2023-10-07 23:02:01.650165
Ford,Fusion,2018,71010,49401,blue,TX,2023-09-09 23:02:01.649613
Nissan,Altima,2011,81900,31919,silver,TX,2023-07-04 23:02:01.648541
Chevrolet,Camry,2015,49539,20015,silver,CA,2023-12-30 23:02:01.649831
Chevrolet,Fusion,2012,64367,15155,silver,NY,2023-07-08 23:02:01.649889
Toyota,Cruze,2017,44337,19280,black,TX,2024-02-08 23:02:01.649488
Ford,Altima,2011,55029,40237,red,FL,2024-01-27 23:02:01.648804
Toyota,Cruze,2017,91115,38568,silver,IL,2023-05-06 23:02:01.649388
Honda,Cruze,2010,39566,15363,black,CA,2023-07-08 23:02:01.650043
Chevrolet,Cruze,2011,91582,47689,silver,CA,2023-10-30 23:02:01.649361
Honda,Fusion,2014,55370,23514,white,CA,2023-11-01 23:02:01.648436
Ford,Altima,2012,43003,20362,white,TX,2023-11-24 23:02:01.649731
Toyota,Fusion,2017,77362,47268,white,CA,2024-01-31 23:02:01.649610
Nissan,Fusion,2013,87512,45667,white,FL,2023-12-17 23:02:01.649013
Honda,Fusion,2014,55370,23514,white,CA,2023-11-01 23:02:01.648436
Honda,Altima,2014,18563,16523,silver,FL,2024-01-27 23:02:01.649940
Nissan,Fusion,2017,33364,25338,silver,NY,2023-09-10 23:02:01.648691
Nissan,Camry,2010,94789,10672,silver,CA,2023-04-01 23:02:01.649310
Nissan,Altima,2010,91489,22121,blue,NY,2023-09-03 23:02:01.648658
Toyota,Camry,2012,47575,40248,silver,TX,2023-06-02 23:02:01.648562
Toyota,Accord,2015,78651,34246,black,IL,2023-07-22 23:02:01.648972
Toyota,Accord,2010,59813,17062,blue,TX,2023-05-05 23:02:01.648767
Chevrolet,Camry,2013,85479,26708,red,TX,2024-01-27 23:02:01.648504
Toyota,Cruze,2014,74379,47467,red,FL,2023-07-24 23:02:01.649972
Toyota,Fusion,2011,64371,37039,black,TX,2023-04-23 23:02:01.650152
Chevrolet,Cruze,2011,39503,21989,silver,IL,2023-04-06 23:02:01.649255
Nissan,Cruze,2014,68161,18452,black,IL,2024-02-13 23:02:01.649907
Nissan,Cruze,2015,52492,31701,white,TX,2023-05-23 23:02:01.648992
Chevrolet,Altima,2013,58420,28036,blue,NY,2023-08-05 23:02:01.650056
Chevrolet,Accord,2013,64572,38058,red,IL,2023-07-31 23:02:01.649146
Toyota,Cruze,2012,91205,40255,blue,IL,2023-12-23 23:02:01.649251
Ford,Camry,2017,56198,29246,black,NY,2023-12-04 23:02:01.649719
Chevrolet,Altima,2015,54401,37659,silver,TX,2024-01-19 23:02:01.649979
Nissan,Altima,2016,57066,19783,blue,NY,2023-06-23 23:02:01.650030
Honda,Camry,2012,49823,25509,black,NY,2024-01-05 23:02:01.648791
Chevrolet,Fusion,2014,13850,28979,silver,TX,2023-03-31 23:02:01.649406
Ford,Cruze,2011,89164,18593,blue,CA,2023-03-04 23:02:01.648793
Honda,Camry,2015,18206,49971,silver,CA,2023-10-09 23:02:01.648905
Ford,Cruze,2013,83531,36058,red,FL,2023-06-21 23:02:01.648991
Chevrolet,Camry,2011,21308,18800,black,CA,2023-09-09 23:02:01.650089
Honda,Cruze,2011,90097,10796,black,TX,2024-01-28 23:02:01.648976
Ford,Camry,2016,58967,33328,white,CA,2023-03-18 23:02:01.649898
Ford,Cruze,2013,65602,29797,blue,IL,2023-10-05 23:02:01.649453
Chevrolet,Accord,2011,65871,13308,red,TX,2023-11-01 23:02:01.649168
Ford,Accord,2011,97633,44212,red,FL,2023-10-23 23:02:01.649217
Honda,Fusion,2017,36557,26337,blue,FL,2023-05-22 23:02:01.649215
Nissan,Cruze,2015,52492,31701,white,TX,2023-05-23 23:02:01.648992
Toyota,Cruze,2010,76705,34530,silver,IL,2023-11-17 23:02:01.649888
Ford,Cruze,2013,65602,29797,blue,IL,2023-10-05 23:02:01.649453
Chevrolet,Altima,2010,51939,43023,silver,FL,2024-01-13 23:02:01.649636
Toyota,Altima,2018,65052,17325,white,NY,2023-09-06 23:02:01.648892
Ford,Camry,2012,48770,13418,silver,NY,2023-08-24 23:02:01.648685
Nissan,Altima,2015,13593,47805,black,TX,2023-02-22 23:02:01.648743
Nissan,Fusion,2010,51267,39099,white,CA,2023-03-16 23:02:01.650069
Honda,Cruze,2014,37873,46229,white,FL,2023-04-12 23:02:01.648968
Nissan,Altima,2016,71025,27368,blue,FL,2023-05-21 23:02:01.648947
Ford,Fusion,2014,60439,42147,white,CA,2023-11-10 23:02:01.648487
Toyota,Altima,2016,59513,13817,silver,TX,2023-02-20 23:02:01.648626
Ford,Accord,2017,85118,34569,silver,IL,2023-07-06 23:02:01.649548
Nissan,Altima,2016,57066,19783,blue,NY,2023-06-23 23:02:01.650030
Toyota,Camry,2012,91479,21942,red,CA,2023-12-02 23:02:01.648441
Toyota,Accord,2018,92122,33949,blue,NY,2024-02-02 23:02:01.649414
Toyota,Altima,2013,77133,11286,black,IL,2023-12-23 23:02:01.649151
Chevrolet,Camry,2014,91723,48533,red,FL,2023-03-27 23:02:01.649338
Honda,Accord,2013,75311,28296,white,NY,2023-12-03 23:02:01.649701
Honda,Cruze,2014,70439,48293,white,NY,2023-04-07 23:02:01.648776
Ford,Cruze,2018,69843,24188,blue,TX,2023-03-06 23:02:01.649526
Ford,Camry,2015,87489,38995,black,FL,2023-10-25 23:02:01.649193
Toyota,Cruze,2012,13828,23405,blue,CA,2023-12-19 23:02:01.649018
Nissan,Accord,2016,47031,29601,red,FL,2023-06-02 23:02:01.650051
Toyota,Accord,2014,71700,30899,blue,TX,2023-06-23 23:02:01.648932
Ford,Altima,2013,42084,24658,red,IL,2023-09-07 23:02:01.648915
Toyota,Accord,2010,32856,27073,white,TX,2023-08-27 23:02:01.649678
Toyota,Cruze,2015,70406,25666,black,FL,2023-10-02 23:02:01.649227
Nissan,Cruze,2013,14868,14767,red,TX,2023-03-23 23:02:01.648484
Chevrolet,Cruze,2018,75198,17882,white,FL,2023-09-06 23:02:01.649756
Ford,Camry,2013,20731,49875,silver,IL,2023-08-14 23:02:01.649367
Honda,Cruze,2012,33296,17167,black,FL,2024-02-13 23:02:01.649493
Honda,Accord,2011,68878,10801,blue,TX,2023-05-02 23:02:01.650170
Honda,Cruze,2017,22650,21426,red,CA,2023-11-28 23:02:01.649474
Chevrolet,Accord,2016,30560,30130,silver,IL,2023-04-29 23:02:01.650073
Ford,Altima,2015,39683,44269,black,FL,2024-01-25 23:02:01.649104
Ford,Altima,2015,69110,35961,red,NY,2023-03-11 23:02:01.648659
Chevrolet,Fusion,2012,64367,15155,silver,NY,2023-07-08 23:02:01.649889
Toyota,Fusion,2011,89139,35765,red,IL,2023-03-24 23:02:01.649598
Nissan,Fusion,2010,78061,39701,white,CA,2024-02-08 23:02:01.649033
Ford,Altima,2014,29361,33129,black,CA,2023-07-12 23:02:01.648517
Honda,Altima,2012,10838,46879,white,FL,2023-05-28 23:02:01.649974
Toyota,Altima,2014,62073,19027,blue,CA,2023-08-23 23:02:01.649704
Chevrolet,Altima,2011,33225,19572,black,FL,2023-05-29 23:02:01.649341
Nissan,Camry,2014,92009,44695,white,IL,2023-03-16 23:02:01.648986
Ford,Fusion,2015,36358,40823,blue,NY,2023-10-18 23:02:01.648847
Nissan,Fusion,2018,82732,30463,blue,TX,2023-09-11 23:02:01.649107
Nissan,Accord,2012,67415,15599,white,FL,2023-08-02 23:02:01.648498
Toyota,Altima,2011,63049,33584,blue,NY,2023-02-23 23:02:01.648674
Toyota,Camry,2014,12039,45041,black,TX,2023-05-28 23:02:01.648822
Nissan,Cruze,2013,58006,26557,silver,TX,2023-07-09 23:02:01.648761
Ford,Camry,2014,65575,39014,red,CA,2023-07-24 23:02:01.648681
Chevrolet,Altima,2011,33225,19572,black,FL,2023-05-29 23:02:01.649341
Toyota,Camry,2014,44743,35663,silver,FL,2023-03-18 23:02:01.649629
Ford,Camry,2015,56036,41239,red,CA,2023-11-20 23:02:01.649010
Honda,Camry,2010,70329,23971,silver,TX,2023-03-20 23:02:01.650035
Nissan,Cruze,2017,52959,36238,white,FL,2023-05-08 23:02:01.649555
Nissan,Fusion,2015,57771,49190,white,CA,2023-11-09 23:02:01.648731
Nissan,Fusion,2015,25405,35867,red,IL,2023-11-02 23:02:01.649854
Ford,Fusion,2014,45074,23006,silver,CA,2023-09-21 23:02:01.648631
Toyota,Fusion,2011,64371,37039,black,TX,2023-04-23 23:02:01.650152
Nissan,Camry,2014,60612,27264,silver,CA,2023-05-24 23:02:01.649196
Chevrolet,Altima,2012,11388,44920,blue,TX,2023-12-04 23:02:01.650019
Nissan,Accord,2018,27116,21468,silver,IL,2023-09-18 23:02:01.649524
Toyota,Fusion,2017,60814,18831,red,FL,2023-10-18 23:02:01.648925
Ford,Altima,2018,63851,18351,red,IL,2024-02-06 23:02:01.648854
Honda,Cruze,2014,84920,14548,blue,CA,2024-01-10 23:02:01.649638
Honda,Altima,2015,36692,19594,blue,FL,2023-12-06 23:02:01.648448
Nissan,Altima,2011,49996,39766,red,FL,2023-10-23 23:02:01.649008
Honda,Camry,2018,99367,11520,blue,FL,2024-02-11 23:02:01.649514
Ford,Altima,2018,44878,47356,black,IL,2023-05-06 23:02:01.649705
Honda,Camry,2011,14579,15367,red,IL,2023-09-12 23:02:01.648573
Toyota,Camry,2014,44743,35663,silver,FL,2023-03-18 23:02:01.649629
Ford,Altima,2018,44878,47356,black,IL,2023-05-06 23:02:01.649705
Chevrolet,Accord,2013,45487,46341,silver,CA,2023-11-11 23:02:01.649117
Ford,Fusion,2012,50011,37071,black,TX,2023-07-10 23:02:01.649422
Honda,Altima,2011,46570,15269,silver,NY,2023-08-06 23:02:01.648653
Nissan,Accord,2016,20713,43452,white,NY,2023-05-09 23:02:01.648705
Toyota,Fusion,2017,40878,45041,red,NY,2023-12-13 23:02:01.648998
Ford,Cruze,2016,18833,19160,blue,TX,2023-08-03 23:02:01.649500
Honda,Cruze,2014,33493,11921,silver,NY,2023-11-26 23:02:01.649883
Honda,Camry,2015,20789,45564,silver,FL,2023-05-20 23:02:01.648824
Chevrolet,Cruze,2011,39503,21989,silver,IL,2023-04-06 23:02:01.649255
Honda,Camry,2014,55340,29126,red,TX,2023-10-25 23:02:01.648509
Chevrolet,Fusion,2010,89745,24371,silver,NY,2024-01-14 23:02:01.649753
Ford,Fusion,2011,51299,27363,white,IL,2023-08-11 23:02:01.649518
Ford,Fusion,2016,41013,20559,silver,CA,2023-12-11 23:02:01.650011
Toyota,Accord,2010,39521,19403,silver,NY,2023-09-09 23:02:01.649083
Honda,Camry,2011,92036,48213,black,NY,2023-07-01 23:02:01.649503
Honda,Accord,2014,87613,12640,white,TX,2023-04-05 23:02:01.649144
Nissan,Accord,2017,49179,26304,red,NY,2023-08-18 23:02:01.649884
Toyota,Fusion,2010,84786,40159,black,NY,2024-01-16 23:02:01.649712
Toyota,Camry,2012,91479,21942,red,CA,2023-12-02 23:02:01.648441
Toyota,Altima,2013,34269,14146,black,CA,2024-01-06 23:02:01.649556
Toyota,Cruze,2013,42757,38837,white,TX,2023-10-23 23:02:01.649357
Chevrolet,Fusion,2016,11007,10037,silver,CA,2023-09-30 23:02:01.650133
Chevrolet,Accord,2010,42308,19859,silver,IL,2023-03-23 23:02:01.648556
Ford,Accord,2010,42228,35497,black,CA,2023-03-15 23:02:01.649312
Honda,Fusion,2013,46262,44387,red,IL,2023-02-26 23:02:01.650134
Ford,Accord,2011,55080,18482,blue,TX,2023-12-28 23:02:01.649472
Chevrolet,Altima,2014,77003,39335,red,FL,2023-06-09 23:02:01.649021
Ford,Accord,2011,62908,30435,black,CA,2023-12-09 23:02:01.649172
Toyota,Accord,2015,45721,31110,white,FL,2023-07-09 23:02:01.649020
Honda,Accord,2016,35405,26922,white,IL,2023-09-06 23:02:01.648567
Honda,Altima,2013,80760,29121,red,IL,2023-06-12 23:02:01.650084
Nissan,Accord,2018,27116,21468,silver,IL,2023-09-18 23:02:01.649524
Toyota,Accord,2010,24981,26856,blue,IL,2023-07-12 23:02:01.648557
Nissan,Fusion,2014,83120,23611,silver,CA,2023-11-19 23:02:01.649828
Honda,Accord,2018,36610,24300,red,TX,2023-09-01 23:02:01.649152
Toyota,Cruze,2010,31949,46335,silver,FL,2024-01-19 23:02:01.649407
Honda,Accord,2014,92005,36333,silver,TX,2023-12-10 23:02:01.650104
Nissan,Altima,2017,42568,43324,black,TX,2023-02-26 23:02:01.648897
Ford,Camry,2018,34074,34333,silver,NY,2023-04-30 23:02:01.649750
Nissan,Altima,2010,58683,19672,red,CA,2023-04-01 23:02:01.650097
Chevrolet,Altima,2012,91286,23734,black,FL,2023-10-23 23:02:01.649177
Chevrolet,Accord,2016,42425,48936,blue,FL,2024-02-07 23:02:01.649699
Honda,Accord,2016,90679,21621,silver,FL,2024-02-12 23:02:01.649896
Ford,Cruze,2011,72867,17234,white,NY,2023-05-03 23:02:01.649276
Toyota,Accord,2016,30406,49110,blue,IL,2023-04-30 23:02:01.650158
Honda,Camry,2013,77144,37003,silver,IL,2023-12-16 23:02:01.649830
Ford,Cruze,2017,81679,45552,black,TX,2023-09-09 23:02:01.648694
Honda,Cruze,2011,51408,46098,silver,CA,2023-11-26 23:02:01.648458
Ford,Camry,2014,60472,23797,blue,NY,2023-10-31 23:02:01.649464
Toyota,Altima,2015,13954,14794,silver,TX,2024-02-06 23:02:01.648650
Ford,Fusion,2017,45278,37901,red,NY,2023-03-01 23:02:01.649007
Honda,Cruze,2017,58173,36523,white,CA,2023-03-26 23:02:01.649015
Toyota,Altima,2018,62119,42575,blue,NY,2023-06-16 23:02:01.649209
Toyota,Cruze,2015,97559,38738,silver,FL,2024-01-06 23:02:01.649067
Honda,Accord,2011,21252,34768,red,TX,2023-03-01 23:02:01.648493
Toyota,Camry,2013,11254,38759,blue,CA,2023-03-30 23:02:01.649393
Honda,Fusion,2016,59068,14314,red,NY,2023-07-23 23:02:01.649438
Chevrolet,Cruze,2010,77114,41600,silver,TX,2024-01-14 23:02:01.649285
Toyota,Cruze,2014,74379,47467,red,FL,2023-07-24 23:02:01.649972
Toyota,Cruze,2014,38847,49473,red,NY,2023-10-02 23:02:01.649984
Honda,Altima,2017,74772,48787,white,NY,2023-07-01 23:02:01.648770
Ford,Camry,2017,82334,38666,blue,FL,2023-03-04 23:02:01.649149
Nissan,Accord,2010,61441,30044,red,CA,2023-12-05 23:02:01.650024
Toyota,Altima,2010,91736,11102,silver,IL,2024-01-08 23:02:01.650064
Chevrolet,Camry,2011,44403,32807,black,TX,2023-07-01 23:02:01.649011
Ford,Cruze,2016,49853,39324,red,FL,2023-07-16 23:02:01.649154
Chevrolet,Fusion,2013,34137,10529,blue,NY,2023-07-22 23:02:01.648955
Toyota,Cruze,2015,55104,28912,blue,TX,2023-06-29 23:02:01.649521
Toyota,Accord,2012,64721,37830,white,TX,2023-08-23 23:02:01.650068
Toyota,Cruze,2015,68976,11070,blue,FL,2023-11-13 23:02:01.648728
Ford,Cruze,2012,69318,12866,blue,CA,2023-06-16 23:02:01.649745
Ford,Cruze,2015,17092,16903,black,FL,2023-12-09 23:02:01.649094
Nissan,Accord,2017,56042,25695,silver,CA,2023-06-30 23:02:01.648699
Honda,Cruze,2015,84211,32808,red,IL,2023-07-23 23:02:01.648863
Ford,Cruze,2016,46844,42021,black,CA,2023-12-05 23:02:01.648482
Toyota,Camry,2014,17515,31659,blue,FL,2023-09-06 23:02:01.648821
Toyota,Camry,2010,51751,15292,black,FL,2023-11-28 23:02:01.650128
Nissan,Fusion,2018,82732,30463,blue,TX,2023-09-11 23:02:01.649107
Nissan,Accord,2011,92817,43178,blue,CA,2024-02-09 23:02:01.649505
Chevrolet,Accord,2018,83609,48807,blue,FL,2023-09-24 23:02:01.650123
Nissan,Accord,2017,62439,19660,white,CA,2023-11-20 23:02:01.649430
Toyota,Cruze,2015,97559,38738,silver,FL,2024-01-06 23:02:01.649067
Nissan,Accord,2012,18448,31651,blue,TX,2023-05-05 23:02:01.649253
Toyota,Altima,2011,17506,17183,black,CA,2023-11-24 23:02:01.650094
Chevrolet,Cruze,2018,85808,25127,blue,FL,2023-12-23 23:02:01.649449
Chevrolet,Altima,2012,91286,23734,black,FL,2023-10-23 23:02:01.649177
Nissan,Accord,2016,47031,29601,red,FL,2023-06-02 23:02:01.650051
Ford,Camry,2015,87489,38995,black,FL,2023-10-25 23:02:01.649193
Ford,Camry,2012,10603,43674,white,NY,2023-08-03 23:02:01.649455
Nissan,Altima,2011,29201,15559,silver,NY,2023-04-06 23:02:01.649247
Chevrolet,Camry,2015,36888,16802,red,CA,2023-12-07 23:02:01.649308
Nissan,Cruze,2013,14868,14767,red,TX,2023-03-23 23:02:01.648484
Nissan,Altima,2015,32626,35991,black,NY,2024-01-03 23:02:01.649028
Ford,Altima,2013,50918,13274,white,FL,2023-03-05 23:02:01.649628
Toyota,Accord,2016,72017,20621,silver,NY,2023-07-01 23:02:01.648637
Ford,Camry,2017,82334,38666,blue,FL,2023-03-04 23:02:01.649149
Ford,Camry,2014,40278,12861,silver,CA,2023-03-17 23:02:01.649273
Ford,Camry,2017,34308,19112,white,IL,2023-03-31 23:02:01.649030
Chevrolet,Camry,2015,49539,20015,silver,CA,2023-12-30 23:02:01.649831
Nissan,Fusion,2016,63552,29068,white,CA,2024-02-06 23:02:01.649736
Honda,Accord,2017,54386,12271,silver,TX,2024-01-20 23:02:01.649902
Chevrolet,Cruze,2014,91902,42524,black,NY,2023-11-08 23:02:01.648988
Nissan,Altima,2010,91489,22121,blue,NY,2023-09-03 23:02:01.648658
Honda,Cruze,2011,51408,46098,silver,CA,2023-11-26 23:02:01.648458
Chevrolet,Altima,2014,93341,15979,blue,NY,2023-07-24 23:02:01.649741
Chevrolet,Camry,2013,14489,27512,silver,TX,2023-12-19 23:02:01.649463
Nissan,Altima,2010,14718,40949,red,NY,2023-11-24 23:02:01.649409
Nissan,Altima,2010,14607,25740,black,IL,2023-09-02 23:02:01.648515
Chevrolet,Accord,2011,23828,17561,blue,TX,2023-05-22 23:02:01.649346
Ford,Camry,2014,97246,22553,red,TX,2024-01-06 23:02:01.649932
Nissan,Camry,2012,34280,48619,red,CA,2023-07-14 23:02:01.649023
Nissan,Cruze,2010,69244,19275,blue,FL,2023-02-20 23:02:01.648495
Ford,Altima,2015,69110,35961,red,NY,2023-03-11 23:02:01.648659
Ford,Camry,2018,34074,34333,silver,NY,2023-04-30 23:02:01.649750
Toyota,Altima,2016,59513,13817,silver,TX,2023-02-20 23:02:01.648626
Nissan,Cruze,2013,58468,17700,black,FL,2023-02-19 23:02:01.649467
Honda,Fusion,2013,25360,38818,blue,IL,2023-02-19 23:02:01.649351
Ford,Fusion,2017,50245,34740,white,IL,2023-10-01 23:02:01.650029
Toyota,Camry,2018,82612,43827,white,NY,2023-05-04 23:02:01.649672
Toyota,Accord,2011,89020,33420,black,IL,2023-04-21 23:02:01.649162
Ford,Cruze,2015,17744,36172,white,FL,2023-10-21 23:02:01.649049
Ford,Accord,2014,24470,30887,black,NY,2024-02-01 23:02:01.648838
Nissan,Camry,2012,28559,28207,silver,IL,2024-01-11 23:02:01.649682
Chevrolet,Fusion,2010,15787,21754,blue,IL,2023-12-12 23:02:01.649558
Toyota,Cruze,2010,26672,21328,white,NY,2023-07-18 23:02:01.648468
Honda,Fusion,2018,90218,29560,white,FL,2023-04-04 23:02:01.649262
Nissan,Altima,2010,91489,22121,blue,NY,2023-09-03 23:02:01.648658
Toyota,Accord,2013,49126,11253,white,NY,2023-09-02 23:02:01.650099
Nissan,Altima,2014,74416,39246,black,NY,2023-04-25 23:02:01.648702
Chevrolet,Cruze,2014,88874,18278,black,TX,2023-07-03 23:02:01.649868
Honda,Cruze,2014,70439,48293,white,NY,2023-04-07 23:02:01.648776
Chevrolet,Altima,2017,33598,29734,silver,CA,2023-04-03 23:02:01.648812
Honda,Altima,2016,14572,29932,black,TX,2024-02-17 23:02:01.649618
Toyota,Cruze,2016,70758,48267,red,TX,2023-09-14 23:02:01.648634
Ford,Accord,2016,71204,35277,white,NY,2023-12-27 23:02:01.648904
Toyota,Altima,2013,30306,36530,black,CA,2024-01-29 23:02:01.649336
Honda,Accord,2011,21252,34768,red,TX,2023-03-01 23:02:01.648493
Chevrolet,Cruze,2013,91325,24223,white,FL,2023-07-08 23:02:01.650025
Toyota,Cruze,2013,65297,29544,silver,NY,2024-01-08 23:02:01.648693
Toyota,Altima,2018,19715,36399,blue,NY,2023-08-11 23:02:01.649398
Chevrolet,Altima,2016,81214,34270,black,TX,2023-07-13 23:02:01.648783
Chevrolet,Camry,2011,31723,25427,red,CA,2023-11-17 23:02:01.649264
Toyota,Fusion,2014,54387,39628,silver,CA,2024-01-01 23:02:01.649625
Toyota,Cruze,2017,34432,35864,silver,IL,2023-04-07 23:02:01.648807
Chevrolet,Fusion,2012,19214,29632,black,CA,2023-06-25 23:02:01.648589
Chevrolet,Cruze,2018,60286,30419,red,TX,2023-07-20 23:02:01.649909
Honda,Altima,2010,43630,11986,red,TX,2023-03-19 23:02:01.648672
Toyota,Camry,2017,78493,34265,black,TX,2023-09-06 23:02:01.649167
Chevrolet,Cruze,2013,30849,17482,black,CA,2023-08-02 23:02:01.649641
Chevrolet,Accord,2014,47978,20689,red,FL,2023-09-12 23:02:01.648773
Ford,Fusion,2018,41441,26128,silver,FL,2023-06-23 23:02:01.649833
Chevrolet,Accord,2015,34463,14014,silver,TX,2023-04-13 23:02:01.649482
Chevrolet,Fusion,2012,33123,12328,blue,IL,2023-11-21 23:02:01.649228
Ford,Fusion,2011,67439,25143,white,TX,2023-11-27 23:02:01.649989
Ford,Cruze,2013,65602,29797,blue,IL,2023-10-05 23:02:01.649453
Ford,Cruze,2011,22766,29061,red,FL,2023-07-11 23:02:01.648765
Honda,Accord,2010,69035,10908,blue,FL,2023-10-16 23:02:01.648859
Ford,Cruze,2015,17092,16903,black,FL,2023-12-09 23:02:01.649094
Ford,Fusion,2016,73105,17516,blue,IL,2024-02-12 23:02:01.650041
Nissan,Fusion,2011,72772,40874,red,FL,2024-01-29 23:02:01.648451
Chevrolet,Fusion,2016,59786,22012,red,FL,2023-04-21 23:02:01.649475
Nissan,Accord,2018,16417,38167,black,NY,2023-11-02 23:02:01.649920
Toyota,Accord,2014,71700,30899,blue,TX,2023-06-23 23:02:01.648932
Chevrolet,Camry,2017,26619,41902,red,TX,2023-08-25 23:02:01.648667
Chevrolet,Cruze,2011,91582,47689,silver,CA,2023-10-30 23:02:01.649361
