make,model,year,mileage,price,color,state,date
Honda,Fusion,2014,43764,34087,black,TX,2023-02-21 23:02:01.649061
Ford,Altima,2016,15999,19003,black,FL,2023-12-07 23:02:01.649062
Ford,Accord,2013,76917,42116,silver,CA,2023-03-05 23:02:01.649064
Toyota,Accord,2015,17637,29111,black,TX,2024-02-05 23:02:01.649066
Toyota,Cruze,2015,97559,38738,silver,FL,2024-01-06 23:02:01.649067
Ford,Accord,2013,81955,12331,red,FL,2023-05-02 23:02:01.649069
Ford,Cruze,2012,66365,29545,black,NY,2023-10-10 23:02:01.649070
Nissan,Camry,2010,53007,31438,red,NY,2023-02-21 23:02:01.649072
Honda,Cruze,2013,62284,14828,silver,TX,2023-09-14 23:02:01.649074
Toyota,Accord,2012,62878,48888,silver,FL,2023-05-28 23:02:01.649075
Nissan,Cruze,2016,45529,46290,black,NY,2023-04-17 23:02:01.649077
Chevrolet,Accord,2013,72170,33688,black,FL,2023-03-21 23:02:01.649078
Toyota,Altima,2015,26405,23696,black,NY,2023-02-28 23:02:01.649080
Nissan,Altima,2014,85932,43429,blue,CA,2024-02-07 23:02:01.649081
Toyota,Accord,2010,39521,19403,silver,NY,2023-09-09 23:02:01.649083
Chevrolet,Cruze,2017,55406,28971,silver,FL,2023-04-09 23:02:01.649085
Toyota,Fusion,2014,44613,48339,blue,FL,2023-04-09 23:02:01.649086
Honda,Accord,2017,58552,29308,black,CA,2023-09-28 23:02:01.649088
Chevrolet,Camry,2013,57696,12180,red,FL,2023-07-27 23:02:01.649089
Chevrolet,Accord,2015,98738,47147,blue,FL,2023-04-16 23:02:01.649091
Toyota,Camry,2017,62079,19363,red,NY,2023-09-20 23:02:01.649093
Ford,Cruze,2015,17092,16903,black,FL,2023-12-09 23:02:01.649094
Nissan,Fusion,2014,96681,41438,silver,IL,2023-09-16 23:02:01.649096
Ford,Cruze,2014,98661,34128,blue,FL,2023-04-30 23:02:01.649098
Nissan,Altima,2015,39523,14722,white,NY,2023-04-13 23:02:01.649099
Ford,Cruze,2018,12416,32626,red,CA,2023-12-06 23:02:01.649101
Honda,Camry,2010,35263,27678,blue,IL,2023-08-31 23:02:01.649102
Ford,Altima,2015,39683,44269,black,FL,2024-01-25 23:02:01.649104
Ford,Fusion,2011,56074,43061,white,IL,2023-02-28 23:02:01.649106
Nissan,Fusion,2018,82732,30463,blue,TX,2023-09-11 23:02:01.649107
Chevrolet,Fusion,2017,73934,30651,blue,NY,2023-07-01 23:02:01.649109
Nissan,Altima,2015,13040,11644,red,FL,2023-09-11 23:02:01.649110
Chevrolet,Altima,2018,77343,38677,blue,CA,2023-03-19 23:02:01.649112
Ford,Cruze,2010,33224,33353,silver,IL,2023-10-07 23:02:01.649113
Honda,Altima,2014,57836,34040,black,CA,2023-12-31 23:02:01.649115
Chevrolet,Accord,2013,45487,46341,silver,CA,2023-11-11 23:02:01.649117
Nissan,Altima,2011,58609,40758,silver,TX,2024-02-11 23:02:01.649118
Chevrolet,Accord,2013,43067,18228,black,IL,2023-06-02 23:02:01.649120
Ford,Accord,2018,60310,36705,black,IL,2024-01-03 23:02:01.649122
Chevrolet,Altima,2011,45148,14041,silver,IL,2024-02-15 23:02:01.649123
Chevrolet,Fusion,2015,90755,32967,blue,CA,2023-11-27 23:02:01.649125
Ford,Camry,2015,71922,17576,red,NY,2023-09-22 23:02:01.649127
Honda,Cruze,2012,34351,17846,white,TX,2023-10-02 23:02:01.649128
Chevrolet,Cruze,2012,49033,32056,silver,CA,2023-09-18 23:02:01.649130
Chevrolet,Fusion,2011,27215,48441,red,FL,2024-02-14 23:02:01.649131
Honda,Fusion,2017,33834,23886,silver,CA,2023-09-13 23:02:01.649133
Toyota,Fusion,2014,84608,15644,red,TX,2023-07-17 23:02:01.649134
Ford,Altima,2014,78013,37398,white,CA,2023-04-08 23:02:01.649136
Honda,Altima,2011,97849,22338,silver,FL,2023-03-02 23:02:01.649138
Chevrolet,Accord,2016,10746,10719,white,IL,2023-06-09 23:02:01.649139
Nissan,Fusion,2014,51588,26237,blue,NY,2024-01-11 23:02:01.649141
Toyota,Fusion,2013,80077,23483,white,CA,2023-12-18 23:02:01.649142
Honda,Accord,2014,87613,12640,white,TX,2023-04-05 23:02:01.649144
Chevrolet,Accord,2013,64572,38058,red,IL,2023-07-31 23:02:01.649146
Chevrolet,Fusion,2013,30864,13811,blue,CA,2023-04-07 23:02:01.649147
Ford,Camry,2017,82334,38666,blue,FL,2023-03-04 23:02:01.649149
Toyota,Altima,2013,77133,11286,black,IL,2023-12-23 23:02:01.649151
Honda,Accord,2018,36610,24300,red,TX,2023-09-01 23:02:01.649152
Ford,Cruze,2016,49853,39324,red,FL,2023-07-16 23:02:01.649154
Chevrolet,Altima,2015,51912,30350,red,NY,2024-02-10 23:02:01.649155
Toyota,Cruze,2013,25133,26020,blue,TX,2023-08-09 23:02:01.649157
Ford,Fusion,2014,86633,16085,white,TX,2023-03-17 23:02:01.649159
Honda,Altima,2012,69083,33518,silver,TX,2023-07-22 23:02:01.649160
Toyota,Accord,2011,89020,33420,black,IL,2023-04-21 23:02:01.649162
Nissan,Fusion,2011,43679,25434,black,CA,2023-06-07 23:02:01.649163
Toyota,Accord,2012,38167,24342,white,CA,2023-04-17 23:02:01.649165
Toyota,Camry,2017,78493,34265,black,TX,2023-09-06 23:02:01.649167
Chevrolet,Accord,2011,65871,13308,red,TX,2023-11-01 23:02:01.649168
Ford,Fusion,2011,43104,18993,black,CA,2023-07-27 23:02:01.649171
Ford,Accord,2011,62908,30435,black,CA,2023-12-09 23:02:01.649172
Chevrolet,Accord,2011,86598,19335,blue,CA,2023-10-11 23:02:01.649174
Ford,Cruze,2014,89616,15917,white,CA,2023-03-28 23:02:01.649175
Chevrolet,Altima,2012,91286,23734,black,FL,2023-10-23 23:02:01.649177
Toyota,Cruze,2016,40834,36477,blue,IL,2023-04-09 23:02:01.649179
Chevrolet,Camry,2018,92897,23119,black,IL,2024-01-23 23:02:01.649180
Chevrolet,Fusion,2011,23290,13056,silver,NY,2023-11-23 23:02:01.649182
Chevrolet,Fusion,2011,16125,10427,red,CA,2023-04-06 23:02:01.649184
Chevrolet,Camry,2018,25035,22205,blue,FL,2023-09-09 23:02:01.649185
Honda,Cruze,2015,46781,10972,silver,CA,2023-12-29 23:02:01.649187
Ford,Cruze,2012,12602,23578,black,IL,2024-01-03 23:02:01.649188
Chevrolet,Accord,2016,49073,38391,red,TX,2023-11-08 23:02:01.649190
Ford,Accord,2018,91185,18381,white,NY,2023-04-13 23:02:01.649192
Ford,Camry,2015,87489,38995,black,FL,2023-10-25 23:02:01.649193
Nissan,Altima,2010,76542,14973,black,IL,2024-01-16 23:02:01.649195
Nissan,Camry,2014,60612,27264,silver,CA,2023-05-24 23:02:01.649196
Nissan,Accord,2014,97158,13682,black,FL,2023-09-03 23:02:01.649198
Honda,Fusion,2010,37641,31169,blue,FL,2023-03-26 23:02:01.649199
Nissan,Cruze,2011,74085,39711,silver,IL,2023-05-25 23:02:01.649201
Nissan,Accord,2010,50864,18864,white,TX,2023-11-20 23:02:01.649203
Toyota,Camry,2014,25844,49871,red,IL,2023-12-08 23:02:01.649204
Honda,Cruze,2016,85494,16471,black,FL,2023-03-10 23:02:01.649206
Toyota,Fusion,2012,74178,38086,black,NY,2023-12-19 23:02:01.649208
Toyota,Altima,2018,62119,42575,blue,NY,2023-06-16 23:02:01.649209
Toyota,Fusion,2011,46281,45522,red,IL,2023-02-21 23:02:01.649211
Ford,Altima,2015,89447,22548,silver,CA,2023-11-18 23:02:01.649212
Honda,Fusion,2017,36557,26337,blue,FL,2023-05-22 23:02:01.649215
Ford,Accord,2011,97633,44212,red,FL,2023-10-23 23:02:01.649217
Nissan,Fusion,2011,57775,44160,white,IL,2023-11-29 23:02:01.649218
Chevrolet,Fusion,2015,24480,20593,white,CA,2023-08-03 23:02:01.649220
Toyota,Camry,2010,72701,44661,black,TX,2023-04-20 23:02:01.649221
Ford,Camry,2015,55383,32032,red,TX,2023-03-23 23:02:01.649223
Nissan,Fusion,2012,31459,32163,black,NY,2023-05-11 23:02:01.649225
Toyota,Cruze,2015,70406,25666,black,FL,2023-10-02 23:02:01.649227
Chevrolet,Fusion,2012,33123,12328,blue,IL,2023-11-21 23:02:01.649228
Nissan,Altima,2016,25501,37535,black,NY,2023-04-22 23:02:01.649230
Nissan,Camry,2016,46099,11584,blue,IL,2023-06-06 23:02:01.649232
Toyota,Camry,2012,73749,32558,red,TX,2023-10-31 23:02:01.649234
Chevrolet,Cruze,2012,13488,44090,silver,TX,2023-07-31 23:02:01.649236
Honda,Accord,2018,24083,12852,white,IL,2024-01-18 23:02:01.649238
Honda,Accord,2011,95431,44328,silver,IL,2023-03-03 23:02:01.649241
Ford,Fusion,2018,16860,45236,red,NY,2023-11-14 23:02:01.649243
Honda,Altima,2010,52992,24049,red,FL,2024-01-04 23:02:01.649245
Nissan,Altima,2011,29201,15559,silver,NY,2023-04-06 23:02:01.649247
Honda,Cruze,2014,30864,48873,black,NY,2023-03-13 23:02:01.649249
Toyota,Cruze,2012,91205,40255,blue,IL,2023-12-23 23:02:01.649251
Nissan,Accord,2012,18448,31651,blue,TX,2023-05-05 23:02:01.649253
Chevrolet,Cruze,2011,39503,21989,silver,IL,2023-04-06 23:02:01.649255
Chevrolet,Camry,2017,32078,22534,white,FL,2024-02-06 23:02:01.649257
Toyota,Accord,2010,63073,36722,black,IL,2023-09-04 23:02:01.649259
Ford,Fusion,2011,47124,30257,black,TX,2024-01-04 23:02:01.649260
Honda,Fusion,2018,90218,29560,white,FL,2023-04-04 23:02:01.649262
Chevrolet,Camry,2011,31723,25427,red,CA,2023-11-17 23:02:01.649264
Ford,Camry,2010,13299,28940,silver,IL,2023-02-19 23:02:01.649267
Chevrolet,Fusion,2017,61942,25671,white,FL,2024-02-12 23:02:01.649269
Honda,Camry,2012,23167,18170,blue,CA,2023-05-19 23:02:01.649271
Ford,Camry,2014,40278,12861,silver,CA,2023-03-17 23:02:01.649273
Toyota,Camry,2017,15878,33520,black,CA,2023-12-01 23:02:01.649275
Ford,Cruze,2011,72867,17234,white,NY,2023-05-03 23:02:01.649276
Nissan,Fusion,2015,78246,27626,blue,NY,2023-04-14 23:02:01.649278
Chevrolet,Cruze,2010,20774,10312,white,FL,2023-07-06 23:02:01.649280
Ford,Altima,2011,91306,37530,silver,NY,2023-10-29 23:02:01.649281
Chevrolet,Camry,2014,32167,27336,blue,TX,2023-06-20 23:02:01.649283
Chevrolet,Cruze,2010,77114,41600,silver,TX,2024-01-14 23:02:01.649285
Ford,Altima,2015,87473,11379,silver,FL,2023-10-18 23:02:01.649286
Nissan,Camry,2016,74079,25169,red,FL,2023-05-16 23:02:01.649288
Honda,Fusion,2015,50841,14419,silver,NY,2023-02-25 23:02:01.649289
Chevrolet,Fusion,2010,58245,33985,blue,CA,2023-11-05 23:02:01.649291
Ford,Accord,2017,62502,37333,black,FL,2023-12-20 23:02:01.649293
Nissan,Altima,2010,92108,13831,red,NY,2023-08-25 23:02:01.649294
Chevrolet,Accord,2011,93272,12002,black,IL,2023-12-17 23:02:01.649296
Chevrolet,Camry,2018,78890,48430,red,NY,2023-06-30 23:02:01.649298
Nissan,Altima,2017,68580,49781,blue,FL,2023-10-06 23:02:01.649299
Chevrolet,Accord,2016,51501,10243,blue,IL,2023-06-15 23:02:01.649301
Toyota,Altima,2014,24884,28748,silver,FL,2023-05-23 23:02:01.649302
Nissan,Fusion,2011,79625,47280,silver,FL,2023-10-11 23:02:01.649304
Ford,Fusion,2011,39573,13265,blue,IL,2023-05-04 23:02:01.649305
Nissan,Altima,2018,24635,15163,white,CA,2023-08-06 23:02:01.649307
Chevrolet,Camry,2015,36888,16802,red,CA,2023-12-07 23:02:01.649308
Nissan,Camry,2010,94789,10672,silver,CA,2023-04-01 23:02:01.649310
Ford,Accord,2010,42228,35497,black,CA,2023-03-15 23:02:01.649312
Ford,Accord,2015,57307,22564,silver,FL,2023-03-08 23:02:01.649313
Toyota,Camry,2014,99124,16344,black,IL,2024-01-28 23:02:01.649315
Honda,Altima,2015,32834,17855,white,TX,2023-09-14 23:02:01.649317
Honda,Cruze,2011,96442,46996,silver,CA,2023-11-30 23:02:01.649318
Toyota,Accord,2011,58468,14328,silver,CA,2023-11-23 23:02:01.649320
Chevrolet,Accord,2012,19202,26727,black,TX,2023-03-08 23:02:01.649322
Chevrolet,Altima,2014,44170,24502,red,NY,2023-06-02 23:02:01.649323
Honda,Altima,2017,69823,14480,white,CA,2023-05-05 23:02:01.649325
Nissan,Camry,2011,54811,10188,black,TX,2023-05-02 23:02:01.649326
Chevrolet,Altima,2012,48614,20475,blue,NY,2023-10-28 23:02:01.649328
Honda,Altima,2018,51026,29581,white,FL,2023-05-17 23:02:01.649330
Honda,Camry,2018,60743,40380,blue,TX,2023-09-19 23:02:01.649331
Honda,Accord,2018,13677,29954,red,IL,2023-05-18 23:02:01.649333
Ford,Camry,2010,57651,32950,black,CA,2023-04-06 23:02:01.649334
Toyota,Altima,2013,30306,36530,black,CA,2024-01-29 23:02:01.649336
Chevrolet,Camry,2014,91723,48533,red,FL,2023-03-27 23:02:01.649338
Ford,Fusion,2016,89481,18592,white,IL,2023-06-26 23:02:01.649339
Chevrolet,Altima,2011,33225,19572,black,FL,2023-05-29 23:02:01.649341
Toyota,Cruze,2017,84102,35908,black,FL,2023-02-20 23:02:01.649343
Nissan,Camry,2010,71827,23000,white,NY,2023-11-06 23:02:01.649344
Chevrolet,Accord,2011,23828,17561,blue,TX,2023-05-22 23:02:01.649346
Ford,Cruze,2011,72653,41021,white,TX,2024-01-05 23:02:01.649348
Toyota,Fusion,2011,96214,20773,red,FL,2023-06-27 23:02:01.649349
Honda,Fusion,2013,25360,38818,blue,IL,2023-02-19 23:02:01.649351
Toyota,Accord,2010,27932,16432,black,NY,2023-09-05 23:02:01.649352
Honda,Fusion,2018,16069,24439,silver,CA,2023-08-14 23:02:01.649354
Honda,Cruze,2017,89704,40498,red,TX,2023-08-10 23:02:01.649356
Toyota,Cruze,2013,42757,38837,white,TX,2023-10-23 23:02:01.649357
Honda,Fusion,2010,56055,49053,black,TX,2023-04-25 23:02:01.649359
Chevrolet,Cruze,2011,91582,47689,silver,CA,2023-10-30 23:02:01.649361
Ford,Cruze,2010,67858,13810,red,TX,2023-05-11 23:02:01.649362
Chevrolet,Fusion,2018,48959,22883,black,IL,2023-04-18 23:02:01.649364
Chevrolet,Altima,2017,58324,26135,white,IL,2023-07-11 23:02:01.649365
Ford,Camry,2013,20731,49875,silver,IL,2023-08-14 23:02:01.649367
Toyota,Fusion,2012,13339,31772,blue,CA,2023-03-28 23:02:01.649368
Honda,Accord,2011,42618,15403,silver,NY,2023-03-02 23:02:01.649370
Nissan,Altima,2016,27900,13882,blue,CA,2024-02-15 23:02:01.649372
Nissan,Accord,2014,63271,20427,red,CA,2023-06-23 23:02:01.649373
Nissan,Cruze,2011,65150,42105,black,TX,2023-11-18 23:02:01.649375
Nissan,Altima,2017,42174,30961,blue,CA,2023-11-26 23:02:01.649377
Honda,Accord,2017,18722,45798,silver,TX,2023-06-07 23:02:01.649378
Honda,Accord,2010,37366,31932,blue,NY,2023-12-12 23:02:01.649380
Nissan,Cruze,2015,55094,41268,black,IL,2023-06-07 23:02:01.649382
Ford,Camry,2010,12159,36923,red,TX,2023-11-25 23:02:01.649383
Ford,Cruze,2014,99672,27771,black,FL,2023-12-13 23:02:01.649385
Chevrolet,Fusion,2015,49809,43731,blue,CA,2023-11-21 23:02:01.649387
Toyota,Cruze,2017,91115,38568,silver,IL,2023-05-06 23:02:01.649388
Chevrolet,Accord,2015,13250,28707,black,IL,2023-08-12 23:02:01.649390
Honda,Fusion,2013,42349,17475,black,IL,2023-11-17 23:02:01.649392
Toyota,Camry,2013,11254,38759,blue,CA,2023-03-30 23:02:01.649393
Toyota,Fusion,2013,52368,37960,silver,FL,2023-05-12 23:02:01.649395
Toyota,Camry,2014,19779,10039,blue,CA,2023-09-02 23:02:01.649396
Toyota,Altima,2018,19715,36399,blue,NY,2023-08-11 23:02:01.649398
Chevrolet,Accord,2011,21653,24181,blue,IL,2023-10-30 23:02:01.649399
Chevrolet,Cruze,2011,19845,31425,silver,NY,2023-03-16 23:02:01.649401
Toyota,Fusion,2017,55039,21604,black,NY,2023-06-27 23:02:01.649403
Toyota,Camry,2013,97328,27098,blue,NY,2023-05-10 23:02:01.649404
Chevrolet,Fusion,2014,13850,28979,silver,TX,2023-03-31 23:02:01.649406
Toyota,Cruze,2010,31949,46335,silver,FL,2024-01-19 23:02:01.649407
Nissan,Altima,2010,14718,40949,red,NY,2023-11-24 23:02:01.649409
Chevrolet,Accord,2015,51768,49464,black,IL,2023-08-20 23:02:01.649411
Chevrolet,Accord,2011,60630,18043,blue,CA,2023-09-23 23:02:01.649412
Toyota,Accord,2018,92122,33949,blue,NY,2024-02-02 23:02:01.649414
Nissan,Accord,2010,52060,12262,black,IL,2024-01-10 23:02:01.649416
Chevrolet,Fusion,2018,96576,22367,white,TX,2023-08-09 23:02:01.649417
Nissan,Accord,2010,23354,34836,black,TX,2023-05-08 23:02:01.649419
Honda,Accord,2013,35840,44838,silver,IL,2023-05-31 23:02:01.649420
Ford,Fusion,2012,50011,37071,black,TX,2023-07-10 23:02:01.649422
Toyota,Altima,2018,44032,22669,red,NY,2023-06-06 23:02:01.649424
Nissan,Altima,2015,71480,19878,red,CA,2023-10-22 23:02:01.649425
Toyota,Fusion,2010,50375,13699,silver,TX,2023-08-14 23:02:01.649427
Chevrolet,Camry,2010,35552,33378,silver,TX,2023-12-08 23:02:01.649428
Nissan,Accord,2017,62439,19660,white,CA,2023-11-20 23:02:01.649430
Chevrolet,Accord,2017,75565,30933,red,TX,2023-10-04 23:02:01.649432
Ford,Accord,2012,72705,27587,silver,CA,2023-04-27 23:02:01.649433
Toyota,Fusion,2011,56794,15995,blue,NY,2024-01-26 23:02:01.649435
Ford,Accord,2016,92247,38301,white,NY,2023-04-23 23:02:01.649437
Honda,Fusion,2016,59068,14314,red,NY,2023-07-23 23:02:01.649438
Honda,Accord,2018,76692,24581,red,IL,2023-11-03 23:02:01.649440
Nissan,Altima,2018,32730,35839,blue,IL,2024-01-08 23:02:01.649442
Nissan,Altima,2011,34825,23254,white,TX,2023-04-21 23:02:01.649443
Ford,Camry,2012,60679,39285,red,IL,2023-11-05 23:02:01.649445
Toyota,Cruze,2011,87526,12541,silver,FL,2023-09-17 23:02:01.649446
Chevrolet,Camry,2012,78562,15896,white,NY,2023-03-31 23:02:01.649448
Chevrolet,Cruze,2018,85808,25127,blue,FL,2023-12-23 23:02:01.649449
Ford,Accord,2012,39083,19270,silver,IL,2023-11-10 23:02:01.649451
Ford,Cruze,2013,65602,29797,blue,IL,2023-10-05 23:02:01.649453
Ford,Camry,2012,10603,43674,white,NY,2023-08-03 23:02:01.649455
Chevrolet,Altima,2015,55710,40666,red,IL,2023-10-10 23:02:01.649456
Toyota,Camry,2015,31509,45668,white,TX,2023-12-26 23:02:01.649458
Ford,Altima,2010,10284,35653,silver,TX,2023-10-10 23:02:01.649460
Honda,Accord,2017,71930,37752,white,CA,2023-07-09 23:02:01.649461
Chevrolet,Camry,2013,14489,27512,silver,TX,2023-12-19 23:02:01.649463
Ford,Camry,2014,60472,23797,blue,NY,2023-10-31 23:02:01.649464
Nissan,Camry,2016,49003,40439,white,CA,2024-02-11 23:02:01.649466
Nissan,Cruze,2013,58468,17700,black,FL,2023-02-19 23:02:01.649467
Honda,Accord,2010,49497,14358,black,IL,2023-12-18 23:02:01.649469
Nissan,Cruze,2013,69549,49278,blue,CA,2023-06-10 23:02:01.649471
Ford,Accord,2011,55080,18482,blue,TX,2023-12-28 23:02:01.649472
Honda,Cruze,2017,22650,21426,red,CA,2023-11-28 23:02:01.649474
Chevrolet,Fusion,2016,59786,22012,red,FL,2023-04-21 23:02:01.649475
Chevrolet,Accord,2010,24517,42874,silver,IL,2023-09-17 23:02:01.649477
Toyota,Camry,2012,93536,34668,black,NY,2023-03-04 23:02:01.649479
Chevrolet,Camry,2018,33094,19870,red,NY,2023-04-08 23:02:01.649480
Chevrolet,Accord,2015,34463,14014,silver,TX,2023-04-13 23:02:01.649482
Nissan,Cruze,2012,20543,41558,silver,TX,2023-08-09 23:02:01.649484
Toyota,Cruze,2018,43040,15424,blue,CA,2023-09-22 23:02:01.649485
Nissan,Altima,2017,12636,20570,blue,NY,2023-03-12 23:02:01.649487
Toyota,Cruze,2017,44337,19280,black,TX,2024-02-08 23:02:01.649488
Nissan,Camry,2012,40801,47770,black,NY,2023-07-29 23:02:01.649490
Nissan,Cruze,2012,58496,31589,red,IL,2024-01-07 23:02:01.649492
Honda,Cruze,2012,33296,17167,black,FL,2024-02-13 23:02:01.649493
Toyota,Camry,2012,65415,39905,red,NY,2023-02-20 23:02:01.649495
Ford,Fusion,2017,15177,12947,red,TX,2023-11-15 23:02:01.649497
Chevrolet,Accord,2011,14481,49998,red,FL,2023-05-15 23:02:01.649498
Ford,Cruze,2016,18833,19160,blue,TX,2023-08-03 23:02:01.649500
Ford,Camry,2010,47454,21131,blue,TX,2023-09-01 23:02:01.649502
Honda,Camry,2011,92036,48213,black,NY,2023-07-01 23:02:01.649503
Nissan,Accord,2011,92817,43178,blue,CA,2024-02-09 23:02:01.649505
Nissan,Camry,2011,40408,11022,silver,NY,2023-12-28 23:02:01.649506
Ford,Altima,2014,85896,33091,red,FL,2023-05-01 23:02:01.649508
Toyota,Altima,2018,92711,15887,red,TX,2023-07-29 23:02:01.649509
Nissan,Camry,2011,94750,11168,black,IL,2023-10-21 23:02:01.649511
Nissan,Cruze,2011,84321,25574,red,FL,2023-02-23 23:02:01.649513
Honda,Camry,2018,99367,11520,blue,FL,2024-02-11 23:02:01.649514
Toyota,Altima,2011,94147,29682,red,NY,2023-06-27 23:02:01.649516
Ford,Fusion,2011,51299,27363,white,IL,2023-08-11 23:02:01.649518
Chevrolet,Cruze,2012,70135,21949,red,CA,2024-01-17 23:02:01.649519
Toyota,Cruze,2015,55104,28912,blue,TX,2023-06-29 23:02:01.649521
Ford,Altima,2017,33161,21365,white,CA,2023-11-17 23:02:01.649523
Nissan,Accord,2018,27116,21468,silver,IL,2023-09-18 23:02:01.649524
Ford,Cruze,2018,69843,24188,blue,TX,2023-03-06 23:02:01.649526
Nissan,Accord,2018,67273,28814,blue,IL,2023-11-04 23:02:01.649527
Toyota,Camry,2010,13941,18722,silver,CA,2023-05-24 23:02:01.649529
Honda,Camry,2010,49124,35758,red,CA,2023-11-17 23:02:01.649530
Nissan,Cruze,2013,44792,32496,white,CA,2023-07-03 23:02:01.649532
Honda,Camry,2016,77970,13406,red,TX,2023-03-23 23:02:01.649534
Nissan,Accord,2013,91399,45893,silver,TX,2023-03-03 23:02:01.649535
Honda,Camry,2017,43095,45353,silver,CA,2023-10-13 23:02:01.649537
Chevrolet,Camry,2011,86851,14660,black,FL,2023-12-29 23:02:01.649538
Honda,Accord,2018,30430,45372,black,NY,2023-02-22 23:02:01.649540
Ford,Altima,2013,99359,28183,white,CA,2023-07-27 23:02:01.649542
Chevrolet,Accord,2010,55674,19455,white,IL,2023-10-22 23:02:01.649543
Chevrolet,Altima,2015,62638,46267,red,NY,2023-06-20 23:02:01.649545
Chevrolet,Camry,2010,64763,43757,white,IL,2023-12-23 23:02:01.649546
Ford,Accord,2017,85118,34569,silver,IL,2023-07-06 23:02:01.649548
Toyota,Camry,2010,30378,46952,silver,TX,2023-10-27 23:02:01.649550
Ford,Fusion,2012,27905,43169,black,TX,2023-12-24 23:02:01.649551
Honda,Cruze,2012,15306,32734,white,TX,2023-11-13 23:02:01.649553
Nissan,Cruze,2017,52959,36238,white,FL,2023-05-08 23:02:01.649555
Toyota,Altima,2013,34269,14146,black,CA,2024-01-06 23:02:01.649556
Chevrolet,Fusion,2010,15787,21754,blue,IL,2023-12-12 23:02:01.649558
Nissan,Fusion,2012,67229,40220,black,IL,2023-03-03 23:02:01.649559
Toyota,Camry,2010,45377,47370,blue,IL,2023-05-11 23:02:01.649561
Toyota,Fusion,2014,25925,49763,red,FL,2023-12-27 23:02:01.649563
Nissan,Altima,2012,37108,11046,red,CA,2023-05-29 23:02:01.649564
Chevrolet,Altima,2017,89329,16770,silver,NY,2023-10-08 23:02:01.649566
Chevrolet,Altima,2018,79387,17762,red,IL,2023-08-27 23:02:01.649568
Toyota,Cruze,2010,51063,45388,blue,TX,2024-02-01 23:02:01.649569
Toyota,Fusion,2011,89139,35765,red,IL,2023-03-24 23:02:01.649598
Toyota,Fusion,2017,77362,47268,white,CA,2024-01-31 23:02:01.649610
Ford,Fusion,2018,71010,49401,blue,TX,2023-09-09 23:02:01.649613
Ford,Cruze,2016,34172,46266,red,IL,2023-03-04 23:02:01.649615
Ford,Altima,2010,72079,10539,silver,FL,2023-04-09 23:02:01.649616
Honda,Altima,2016,14572,29932,black,TX,2024-02-17 23:02:01.649618
Toyota,Camry,2010,69884,47735,red,NY,2023-11-04 23:02:01.649620
Chevrolet,Accord,2018,55787,12249,silver,NY,2023-07-15 23:02:01.649622
Toyota,Accord,2011,16646,10439,blue,FL,2023-03-14 23:02:01.649623
Toyota,Fusion,2014,54387,39628,silver,CA,2024-01-01 23:02:01.649625
Chevrolet,Accord,2017,86700,46310,white,IL,2023-04-15 23:02:01.649626
Ford,Altima,2013,50918,13274,white,FL,2023-03-05 23:02:01.649628
Toyota,Camry,2014,44743,35663,silver,FL,2023-03-18 23:02:01.649629
Nissan,Altima,2016,76351,14690,black,IL,2023-09-20 23:02:01.649631
Nissan,Fusion,2010,44589,40205,red,TX,2023-05-06 23:02:01.649633
Toyota,Cruze,2018,98225,48224,blue,NY,2023-06-12 23:02:01.649634
Chevrolet,Altima,2010,51939,43023,silver,FL,2024-01-13 23:02:01.649636
Honda,Cruze,2014,84920,14548,blue,CA,2024-01-10 23:02:01.649638
Toyota,Altima,2018,89119,30225,black,CA,2023-08-30 23:02:01.649639
Chevrolet,Cruze,2013,30849,17482,black,CA,2023-08-02 23:02:01.649641
Chevrolet,Accord,2018,61324,47640,white,TX,2023-11-16 23:02:01.649643
Toyota,Accord,2017,69402,43998,blue,TX,2023-12-12 23:02:01.649644
Ford,Cruze,2010,49268,15274,blue,NY,2023-05-28 23:02:01.649646
Toyota,Fusion,2010,47494,18680,blue,FL,2023-06-06 23:02:01.649648
Chevrolet,Camry,2016,31139,12166,black,CA,2023-09-03 23:02:01.649649
Nissan,Altima,2018,11522,19083,blue,TX,2024-02-12 23:02:01.649651
Nissan,Fusion,2010,79097,36667,red,TX,2023-03-03 23:02:01.649653
Toyota,Altima,2013,38723,39412,red,TX,2023-07-13 23:02:01.649654
Toyota,Accord,2016,37974,31357,blue,FL,2023-08-07 23:02:01.649656
Chevrolet,Altima,2017,31998,24529,white,FL,2023-09-27 23:02:01.649657
Nissan,Altima,2016,57621,16871,black,IL,2023-12-30 23:02:01.649659
Honda,Cruze,2015,93098,11894,red,FL,2023-05-16 23:02:01.649661
Honda,Camry,2013,90392,28391,silver,CA,2023-08-02 23:02:01.649662
Honda,Cruze,2016,54801,17990,silver,FL,2023-05-18 23:02:01.649664
Nissan,Accord,2014,67663,25891,silver,FL,2023-04-03 23:02:01.649665
Honda,Accord,2010,16598,48900,silver,TX,2023-05-15 23:02:01.649667
Nissan,Fusion,2014,89764,43031,black,IL,2023-04-13 23:02:01.649669
Ford,Altima,2014,15804,48082,silver,NY,2023-06-11 23:02:01.649670
Toyota,Camry,2018,82612,43827,white,NY,2023-05-04 23:02:01.649672
Ford,Cruze,2011,67456,23716,silver,IL,2023-06-06 23:02:01.649673
Honda,Camry,2011,20205,25546,red,FL,2023-06-04 23:02:01.649675
